target_id,method,model_id,ref_prot_path,ref_lig_path,pred_complex_path,rmsd,n_atoms,pocket_atoms,success,error
8ak6__2__1.B__1.P_1.Q,mcs,8,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/8ak6__2__1.B__1.P_1.Q/8ak6__2__1.B__1.P_1.Q_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/8ak6__2__1.B__1.P_1.Q/8ak6__2__1.B__1.P_1.Q_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_8ak6__2__1.B__1.P_1.Q/predictions/8ak6__2__1.B__1.P_1.Q/8ak6__2__1.B__1.P_1.Q_model_8.pdb,0.02080735400572412,17.0,19.0,True,
8ak6__2__1.B__1.P_1.Q,mcs,9,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/8ak6__2__1.B__1.P_1.Q/8ak6__2__1.B__1.P_1.Q_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/8ak6__2__1.B__1.P_1.Q/8ak6__2__1.B__1.P_1.Q_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_8ak6__2__1.B__1.P_1.Q/predictions/8ak6__2__1.B__1.P_1.Q/8ak6__2__1.B__1.P_1.Q_model_9.pdb,0.02098103393113551,17.0,19.0,True,
8ak6__2__1.B__1.P_1.Q,mcs,2,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/8ak6__2__1.B__1.P_1.Q/8ak6__2__1.B__1.P_1.Q_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/8ak6__2__1.B__1.P_1.Q/8ak6__2__1.B__1.P_1.Q_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_8ak6__2__1.B__1.P_1.Q/predictions/8ak6__2__1.B__1.P_1.Q/8ak6__2__1.B__1.P_1.Q_model_2.pdb,0.021193364927421042,17.0,19.0,True,
8ak6__2__1.B__1.P_1.Q,mcs,3,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/8ak6__2__1.B__1.P_1.Q/8ak6__2__1.B__1.P_1.Q_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/8ak6__2__1.B__1.P_1.Q/8ak6__2__1.B__1.P_1.Q_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_8ak6__2__1.B__1.P_1.Q/predictions/8ak6__2__1.B__1.P_1.Q/8ak6__2__1.B__1.P_1.Q_model_3.pdb,0.020933312760861786,17.0,19.0,True,
8ak6__2__1.B__1.P_1.Q,mcs,1,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/8ak6__2__1.B__1.P_1.Q/8ak6__2__1.B__1.P_1.Q_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/8ak6__2__1.B__1.P_1.Q/8ak6__2__1.B__1.P_1.Q_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_8ak6__2__1.B__1.P_1.Q/predictions/8ak6__2__1.B__1.P_1.Q/8ak6__2__1.B__1.P_1.Q_model_1.pdb,0.021657008445261923,17.0,19.0,True,
4aqh__1__1.A__1.D,mcs,8,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4aqh__1__1.A__1.D/4aqh__1__1.A__1.D_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4aqh__1__1.A__1.D/4aqh__1__1.A__1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_4aqh__1__1.A__1.D/predictions/4aqh__1__1.A__1.D/4aqh__1__1.A__1.D_model_8.pdb,0.07137158147401504,23.0,29.0,True,
4aqh__1__1.A__1.D,mcs,9,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4aqh__1__1.A__1.D/4aqh__1__1.A__1.D_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4aqh__1__1.A__1.D/4aqh__1__1.A__1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_4aqh__1__1.A__1.D/predictions/4aqh__1__1.A__1.D/4aqh__1__1.A__1.D_model_9.pdb,0.0733164071313024,23.0,29.0,True,
4aqh__1__1.A__1.D,mcs,1,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4aqh__1__1.A__1.D/4aqh__1__1.A__1.D_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4aqh__1__1.A__1.D/4aqh__1__1.A__1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_4aqh__1__1.A__1.D/predictions/4aqh__1__1.A__1.D/4aqh__1__1.A__1.D_model_1.pdb,0.07183773026919484,23.0,29.0,True,
4aqh__1__1.A__1.D,mcs,0,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4aqh__1__1.A__1.D/4aqh__1__1.A__1.D_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4aqh__1__1.A__1.D/4aqh__1__1.A__1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_4aqh__1__1.A__1.D/predictions/4aqh__1__1.A__1.D/4aqh__1__1.A__1.D_model_0.pdb,0.07162785701387543,23.0,29.0,True,
4aqh__1__1.A__1.D,mcs,2,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4aqh__1__1.A__1.D/4aqh__1__1.A__1.D_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4aqh__1__1.A__1.D/4aqh__1__1.A__1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_4aqh__1__1.A__1.D/predictions/4aqh__1__1.A__1.D/4aqh__1__1.A__1.D_model_2.pdb,0.0717314985746628,23.0,29.0,True,
1gzf__3__1.C__1.I_1.J,mcs,2,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/1gzf__3__1.C__1.I_1.J/1gzf__3__1.C__1.I_1.J_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/1gzf__3__1.C__1.I_1.J/1gzf__3__1.C__1.I_1.J_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_1gzf__3__1.C__1.I_1.J/predictions/1gzf__3__1.C__1.I_1.J/1gzf__3__1.C__1.I_1.J_model_2.pdb,0.018943245034459218,27.0,27.0,True,
1gzf__3__1.C__1.I_1.J,mcs,3,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/1gzf__3__1.C__1.I_1.J/1gzf__3__1.C__1.I_1.J_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/1gzf__3__1.C__1.I_1.J/1gzf__3__1.C__1.I_1.J_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_1gzf__3__1.C__1.I_1.J/predictions/1gzf__3__1.C__1.I_1.J/1gzf__3__1.C__1.I_1.J_model_3.pdb,0.01862508096917115,27.0,27.0,True,
1gzf__3__1.C__1.I_1.J,mcs,1,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/1gzf__3__1.C__1.I_1.J/1gzf__3__1.C__1.I_1.J_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/1gzf__3__1.C__1.I_1.J/1gzf__3__1.C__1.I_1.J_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_1gzf__3__1.C__1.I_1.J/predictions/1gzf__3__1.C__1.I_1.J/1gzf__3__1.C__1.I_1.J_model_1.pdb,0.019011142910151865,27.0,27.0,True,
1gzf__3__1.C__1.I_1.J,mcs,0,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/1gzf__3__1.C__1.I_1.J/1gzf__3__1.C__1.I_1.J_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/1gzf__3__1.C__1.I_1.J/1gzf__3__1.C__1.I_1.J_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_1gzf__3__1.C__1.I_1.J/predictions/1gzf__3__1.C__1.I_1.J/1gzf__3__1.C__1.I_1.J_model_0.pdb,0.01813366566150456,27.0,27.0,True,
1gzf__3__1.C__1.I_1.J,mcs,4,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/1gzf__3__1.C__1.I_1.J/1gzf__3__1.C__1.I_1.J_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/1gzf__3__1.C__1.I_1.J/1gzf__3__1.C__1.I_1.J_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_1gzf__3__1.C__1.I_1.J/predictions/1gzf__3__1.C__1.I_1.J/1gzf__3__1.C__1.I_1.J_model_4.pdb,0.01749558821252062,27.0,27.0,True,
7x11__1__1.D__1.P,mcs,2,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7x11__1__1.D__1.P/7x11__1__1.D__1.P_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7x11__1__1.D__1.P/7x11__1__1.D__1.P_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_7x11__1__1.D__1.P/predictions/7x11__1__1.D__1.P/7x11__1__1.D__1.P_model_2.pdb,0.02777845025891295,34.0,32.0,True,
7x11__1__1.D__1.P,mcs,3,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7x11__1__1.D__1.P/7x11__1__1.D__1.P_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7x11__1__1.D__1.P/7x11__1__1.D__1.P_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_7x11__1__1.D__1.P/predictions/7x11__1__1.D__1.P/7x11__1__1.D__1.P_model_3.pdb,0.02760901069653064,34.0,32.0,True,
7x11__1__1.D__1.P,mcs,1,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7x11__1__1.D__1.P/7x11__1__1.D__1.P_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7x11__1__1.D__1.P/7x11__1__1.D__1.P_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_7x11__1__1.D__1.P/predictions/7x11__1__1.D__1.P/7x11__1__1.D__1.P_model_1.pdb,0.027697429443878218,34.0,32.0,True,
7x11__1__1.D__1.P,mcs,0,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7x11__1__1.D__1.P/7x11__1__1.D__1.P_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7x11__1__1.D__1.P/7x11__1__1.D__1.P_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_7x11__1__1.D__1.P/predictions/7x11__1__1.D__1.P/7x11__1__1.D__1.P_model_0.pdb,0.028146959284836997,34.0,32.0,True,
7x11__1__1.D__1.P,mcs,4,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7x11__1__1.D__1.P/7x11__1__1.D__1.P_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7x11__1__1.D__1.P/7x11__1__1.D__1.P_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_7x11__1__1.D__1.P/predictions/7x11__1__1.D__1.P/7x11__1__1.D__1.P_model_4.pdb,0.027723365317606295,34.0,32.0,True,
2yc3__1__2.A__2.B,mcs,9,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/2yc3__1__2.A__2.B/2yc3__1__2.A__2.B_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/2yc3__1__2.A__2.B/2yc3__1__2.A__2.B_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_2yc3__1__2.A__2.B/predictions/2yc3__1__2.A__2.B/2yc3__1__2.A__2.B_model_9.pdb,0.0,18.0,28.0,True,
2yc3__1__2.A__2.B,mcs,8,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/2yc3__1__2.A__2.B/2yc3__1__2.A__2.B_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/2yc3__1__2.A__2.B/2yc3__1__2.A__2.B_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_2yc3__1__2.A__2.B/predictions/2yc3__1__2.A__2.B/2yc3__1__2.A__2.B_model_8.pdb,0.0,18.0,28.0,True,
2yc3__1__2.A__2.B,mcs,3,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/2yc3__1__2.A__2.B/2yc3__1__2.A__2.B_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/2yc3__1__2.A__2.B/2yc3__1__2.A__2.B_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_2yc3__1__2.A__2.B/predictions/2yc3__1__2.A__2.B/2yc3__1__2.A__2.B_model_3.pdb,0.0,18.0,28.0,True,
2yc3__1__2.A__2.B,mcs,2,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/2yc3__1__2.A__2.B/2yc3__1__2.A__2.B_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/2yc3__1__2.A__2.B/2yc3__1__2.A__2.B_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_2yc3__1__2.A__2.B/predictions/2yc3__1__2.A__2.B/2yc3__1__2.A__2.B_model_2.pdb,0.0,18.0,28.0,True,
2yc3__1__2.A__2.B,mcs,0,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/2yc3__1__2.A__2.B/2yc3__1__2.A__2.B_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/2yc3__1__2.A__2.B/2yc3__1__2.A__2.B_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_2yc3__1__2.A__2.B/predictions/2yc3__1__2.A__2.B/2yc3__1__2.A__2.B_model_0.pdb,0.0,18.0,28.0,True,
7v3d__1__1.A_1.B__1.F,mcs,9,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7v3d__1__1.A_1.B__1.F/7v3d__1__1.A_1.B__1.F_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7v3d__1__1.A_1.B__1.F/7v3d__1__1.A_1.B__1.F_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_7v3d__1__1.A_1.B__1.F/predictions/7v3d__1__1.A_1.B__1.F/7v3d__1__1.A_1.B__1.F_model_9.pdb,0.025391739888045092,30.0,8.0,True,
7v3d__1__1.A_1.B__1.F,mcs,8,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7v3d__1__1.A_1.B__1.F/7v3d__1__1.A_1.B__1.F_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7v3d__1__1.A_1.B__1.F/7v3d__1__1.A_1.B__1.F_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_7v3d__1__1.A_1.B__1.F/predictions/7v3d__1__1.A_1.B__1.F/7v3d__1__1.A_1.B__1.F_model_8.pdb,0.025656307531860812,30.0,8.0,True,
7v3d__1__1.A_1.B__1.F,mcs,6,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7v3d__1__1.A_1.B__1.F/7v3d__1__1.A_1.B__1.F_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7v3d__1__1.A_1.B__1.F/7v3d__1__1.A_1.B__1.F_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_7v3d__1__1.A_1.B__1.F/predictions/7v3d__1__1.A_1.B__1.F/7v3d__1__1.A_1.B__1.F_model_6.pdb,0.024600125246253407,30.0,8.0,True,
7v3d__1__1.A_1.B__1.F,mcs,7,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7v3d__1__1.A_1.B__1.F/7v3d__1__1.A_1.B__1.F_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7v3d__1__1.A_1.B__1.F/7v3d__1__1.A_1.B__1.F_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_7v3d__1__1.A_1.B__1.F/predictions/7v3d__1__1.A_1.B__1.F/7v3d__1__1.A_1.B__1.F_model_7.pdb,0.022478591893142098,30.0,8.0,True,
7v3d__1__1.A_1.B__1.F,mcs,5,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7v3d__1__1.A_1.B__1.F/7v3d__1__1.A_1.B__1.F_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7v3d__1__1.A_1.B__1.F/7v3d__1__1.A_1.B__1.F_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_7v3d__1__1.A_1.B__1.F/predictions/7v3d__1__1.A_1.B__1.F/7v3d__1__1.A_1.B__1.F_model_5.pdb,0.025689845667403087,30.0,8.0,True,
7n8l__2__1.B__1.J_1.M,mcs,9,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7n8l__2__1.B__1.J_1.M/7n8l__2__1.B__1.J_1.M_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7n8l__2__1.B__1.J_1.M/7n8l__2__1.B__1.J_1.M_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_7n8l__2__1.B__1.J_1.M/predictions/7n8l__2__1.B__1.J_1.M/7n8l__2__1.B__1.J_1.M_model_9.pdb,0.6296016284347551,20.0,22.0,True,
7n8l__2__1.B__1.J_1.M,mcs,8,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7n8l__2__1.B__1.J_1.M/7n8l__2__1.B__1.J_1.M_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7n8l__2__1.B__1.J_1.M/7n8l__2__1.B__1.J_1.M_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_7n8l__2__1.B__1.J_1.M/predictions/7n8l__2__1.B__1.J_1.M/7n8l__2__1.B__1.J_1.M_model_8.pdb,0.6355302600002225,20.0,22.0,True,
7n8l__2__1.B__1.J_1.M,mcs,6,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7n8l__2__1.B__1.J_1.M/7n8l__2__1.B__1.J_1.M_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7n8l__2__1.B__1.J_1.M/7n8l__2__1.B__1.J_1.M_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_7n8l__2__1.B__1.J_1.M/predictions/7n8l__2__1.B__1.J_1.M/7n8l__2__1.B__1.J_1.M_model_6.pdb,0.6352380440728284,20.0,22.0,True,
7n8l__2__1.B__1.J_1.M,mcs,7,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7n8l__2__1.B__1.J_1.M/7n8l__2__1.B__1.J_1.M_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7n8l__2__1.B__1.J_1.M/7n8l__2__1.B__1.J_1.M_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_7n8l__2__1.B__1.J_1.M/predictions/7n8l__2__1.B__1.J_1.M/7n8l__2__1.B__1.J_1.M_model_7.pdb,0.629492180975714,20.0,22.0,True,
7n8l__2__1.B__1.J_1.M,mcs,5,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7n8l__2__1.B__1.J_1.M/7n8l__2__1.B__1.J_1.M_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7n8l__2__1.B__1.J_1.M/7n8l__2__1.B__1.J_1.M_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_7n8l__2__1.B__1.J_1.M/predictions/7n8l__2__1.B__1.J_1.M/7n8l__2__1.B__1.J_1.M_model_5.pdb,0.6399772333514523,20.0,22.0,True,
7qox__1__1.A__1.D,mcs,3,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7qox__1__1.A__1.D/7qox__1__1.A__1.D_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7qox__1__1.A__1.D/7qox__1__1.A__1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_7qox__1__1.A__1.D/predictions/7qox__1__1.A__1.D/7qox__1__1.A__1.D_model_3.pdb,1.9174775665699564,55.0,28.0,True,
7qox__1__1.A__1.D,mcs,2,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7qox__1__1.A__1.D/7qox__1__1.A__1.D_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7qox__1__1.A__1.D/7qox__1__1.A__1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_7qox__1__1.A__1.D/predictions/7qox__1__1.A__1.D/7qox__1__1.A__1.D_model_2.pdb,1.9058437466980165,55.0,28.0,True,
7qox__1__1.A__1.D,mcs,0,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7qox__1__1.A__1.D/7qox__1__1.A__1.D_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7qox__1__1.A__1.D/7qox__1__1.A__1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_7qox__1__1.A__1.D/predictions/7qox__1__1.A__1.D/7qox__1__1.A__1.D_model_0.pdb,1.902015912302274,55.0,28.0,True,
7qox__1__1.A__1.D,mcs,1,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7qox__1__1.A__1.D/7qox__1__1.A__1.D_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7qox__1__1.A__1.D/7qox__1__1.A__1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_7qox__1__1.A__1.D/predictions/7qox__1__1.A__1.D/7qox__1__1.A__1.D_model_1.pdb,1.8930658322021312,55.0,28.0,True,
7qox__1__1.A__1.D,mcs,5,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7qox__1__1.A__1.D/7qox__1__1.A__1.D_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7qox__1__1.A__1.D/7qox__1__1.A__1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_7qox__1__1.A__1.D/predictions/7qox__1__1.A__1.D/7qox__1__1.A__1.D_model_5.pdb,1.9500456074921861,55.0,28.0,True,
4a1o__1__1.A_1.B__1.E_1.I,mcs,1,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4a1o__1__1.A_1.B__1.E_1.I/4a1o__1__1.A_1.B__1.E_1.I_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4a1o__1__1.A_1.B__1.E_1.I/4a1o__1__1.A_1.B__1.E_1.I_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_4a1o__1__1.A_1.B__1.E_1.I/predictions/4a1o__1__1.A_1.B__1.E_1.I/4a1o__1__1.A_1.B__1.E_1.I_model_1.pdb,0.04796754284336028,22.0,11.0,True,
4a1o__1__1.A_1.B__1.E_1.I,mcs,0,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4a1o__1__1.A_1.B__1.E_1.I/4a1o__1__1.A_1.B__1.E_1.I_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4a1o__1__1.A_1.B__1.E_1.I/4a1o__1__1.A_1.B__1.E_1.I_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_4a1o__1__1.A_1.B__1.E_1.I/predictions/4a1o__1__1.A_1.B__1.E_1.I/4a1o__1__1.A_1.B__1.E_1.I_model_0.pdb,0.0458553111917994,22.0,11.0,True,
4a1o__1__1.A_1.B__1.E_1.I,mcs,2,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4a1o__1__1.A_1.B__1.E_1.I/4a1o__1__1.A_1.B__1.E_1.I_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4a1o__1__1.A_1.B__1.E_1.I/4a1o__1__1.A_1.B__1.E_1.I_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_4a1o__1__1.A_1.B__1.E_1.I/predictions/4a1o__1__1.A_1.B__1.E_1.I/4a1o__1__1.A_1.B__1.E_1.I_model_2.pdb,0.04705633780865729,22.0,11.0,True,
4a1o__1__1.A_1.B__1.E_1.I,mcs,3,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4a1o__1__1.A_1.B__1.E_1.I/4a1o__1__1.A_1.B__1.E_1.I_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4a1o__1__1.A_1.B__1.E_1.I/4a1o__1__1.A_1.B__1.E_1.I_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_4a1o__1__1.A_1.B__1.E_1.I/predictions/4a1o__1__1.A_1.B__1.E_1.I/4a1o__1__1.A_1.B__1.E_1.I_model_3.pdb,0.04709016192635575,22.0,11.0,True,
