target_id,rank,score,method,ref_path,pred_path,rmsd,n_atoms,alignment_method,ref_atoms,pred_atoms,success,error
7ere__1__1.A_1.B__1.G_1.I,4,0.91,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7ere__1__1.A_1.B__1.G_1.I/7ere__1__1.A_1.B__1.G_1.I_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/7ere__1__1.A_1.B__1.G_1.I/rank4_score0.91.sdf,2.735199804081397,48,global,48,48,True,
7ere__1__1.A_1.B__1.G_1.I,5,0.89,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7ere__1__1.A_1.B__1.G_1.I/7ere__1__1.A_1.B__1.G_1.I_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/7ere__1__1.A_1.B__1.G_1.I/rank5_score0.89.sdf,3.035531797829231,48,global,48,48,True,
7ere__1__1.A_1.B__1.G_1.I,3,0.93,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7ere__1__1.A_1.B__1.G_1.I/7ere__1__1.A_1.B__1.G_1.I_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/7ere__1__1.A_1.B__1.G_1.I/rank3_score0.93.sdf,3.3081345764987145,48,global,48,48,True,
7ere__1__1.A_1.B__1.G_1.I,1,0.99,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7ere__1__1.A_1.B__1.G_1.I/7ere__1__1.A_1.B__1.G_1.I_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/7ere__1__1.A_1.B__1.G_1.I/rank1_score0.99.sdf,0.6037652497044347,48,global,48,48,True,
7ere__1__1.A_1.B__1.G_1.I,7,0.84,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7ere__1__1.A_1.B__1.G_1.I/7ere__1__1.A_1.B__1.G_1.I_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/7ere__1__1.A_1.B__1.G_1.I/rank7_score0.84.sdf,2.916567224588134,48,global,48,48,True,
7ere__1__1.A_1.B__1.G_1.I,9,0.82,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7ere__1__1.A_1.B__1.G_1.I/7ere__1__1.A_1.B__1.G_1.I_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/7ere__1__1.A_1.B__1.G_1.I/rank9_score0.82.sdf,2.6679086191539603,48,global,48,48,True,
7ere__1__1.A_1.B__1.G_1.I,8,0.83,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7ere__1__1.A_1.B__1.G_1.I/7ere__1__1.A_1.B__1.G_1.I_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/7ere__1__1.A_1.B__1.G_1.I/rank8_score0.83.sdf,1.6223155970124974,48,global,48,48,True,
7ere__1__1.A_1.B__1.G_1.I,2,0.93,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7ere__1__1.A_1.B__1.G_1.I/7ere__1__1.A_1.B__1.G_1.I_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/7ere__1__1.A_1.B__1.G_1.I/rank2_score0.93.sdf,3.053632251623126,48,global,48,48,True,
7ere__1__1.A_1.B__1.G_1.I,6,0.85,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7ere__1__1.A_1.B__1.G_1.I/7ere__1__1.A_1.B__1.G_1.I_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/7ere__1__1.A_1.B__1.G_1.I/rank6_score0.85.sdf,2.4033889663254255,48,global,48,48,True,
6cfc__1__1.A__1.B,7,0.56,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6cfc__1__1.A__1.B/6cfc__1__1.A__1.B_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/6cfc__1__1.A__1.B/rank7_score0.56.sdf,2.8188107017690247,35,global,35,35,True,
6cfc__1__1.A__1.B,9,0.33,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6cfc__1__1.A__1.B/6cfc__1__1.A__1.B_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/6cfc__1__1.A__1.B/rank9_score0.33.sdf,2.5793137759674503,35,global,35,35,True,
6cfc__1__1.A__1.B,1,0.98,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6cfc__1__1.A__1.B/6cfc__1__1.A__1.B_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/6cfc__1__1.A__1.B/rank1_score0.98.sdf,1.6213163344353136,35,global,35,35,True,
6cfc__1__1.A__1.B,4,0.82,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6cfc__1__1.A__1.B/6cfc__1__1.A__1.B_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/6cfc__1__1.A__1.B/rank4_score0.82.sdf,2.563520359510421,35,global,35,35,True,
6cfc__1__1.A__1.B,3,0.86,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6cfc__1__1.A__1.B/6cfc__1__1.A__1.B_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/6cfc__1__1.A__1.B/rank3_score0.86.sdf,1.3435862636458265,35,global,35,35,True,
6cfc__1__1.A__1.B,8,0.56,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6cfc__1__1.A__1.B/6cfc__1__1.A__1.B_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/6cfc__1__1.A__1.B/rank8_score0.56.sdf,1.4372705450135683,35,global,35,35,True,
6cfc__1__1.A__1.B,6,0.57,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6cfc__1__1.A__1.B/6cfc__1__1.A__1.B_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/6cfc__1__1.A__1.B/rank6_score0.57.sdf,2.2739340319470527,35,global,35,35,True,
6cfc__1__1.A__1.B,2,0.97,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6cfc__1__1.A__1.B/6cfc__1__1.A__1.B_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/6cfc__1__1.A__1.B/rank2_score0.97.sdf,1.0792633752356786,35,global,35,35,True,
6cfc__1__1.A__1.B,5,0.79,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6cfc__1__1.A__1.B/6cfc__1__1.A__1.B_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/6cfc__1__1.A__1.B/rank5_score0.79.sdf,1.5568921342603808,35,global,35,35,True,
1lhu__1__2.A__2.C,3,0.81,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/1lhu__1__2.A__2.C/1lhu__1__2.A__2.C_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/1lhu__1__2.A__2.C/rank3_score0.81.sdf,5.007289679904298e-05,20,global,20,20,True,
1lhu__1__2.A__2.C,6,0.65,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/1lhu__1__2.A__2.C/1lhu__1__2.A__2.C_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/1lhu__1__2.A__2.C/rank6_score0.65.sdf,4.188356934144491e-05,20,global,20,20,True,
1lhu__1__2.A__2.C,1,0.98,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/1lhu__1__2.A__2.C/1lhu__1__2.A__2.C_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/1lhu__1__2.A__2.C/rank1_score0.98.sdf,4.3276223147252734e-05,20,global,20,20,True,
1lhu__1__2.A__2.C,5,0.66,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/1lhu__1__2.A__2.C/1lhu__1__2.A__2.C_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/1lhu__1__2.A__2.C/rank5_score0.66.sdf,4.473129043410711e-05,20,global,20,20,True,
1lhu__1__2.A__2.C,7,0.08,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/1lhu__1__2.A__2.C/1lhu__1__2.A__2.C_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/1lhu__1__2.A__2.C/rank7_score0.08.sdf,4.489365499854973e-05,20,global,20,20,True,
1lhu__1__2.A__2.C,8,0.08,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/1lhu__1__2.A__2.C/1lhu__1__2.A__2.C_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/1lhu__1__2.A__2.C/rank8_score0.08.sdf,5.015275214006914e-05,20,global,20,20,True,
1lhu__1__2.A__2.C,2,0.84,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/1lhu__1__2.A__2.C/1lhu__1__2.A__2.C_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/1lhu__1__2.A__2.C/rank2_score0.84.sdf,4.5672935618223494e-05,20,global,20,20,True,
1lhu__1__2.A__2.C,4,0.76,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/1lhu__1__2.A__2.C/1lhu__1__2.A__2.C_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/1lhu__1__2.A__2.C/rank4_score0.76.sdf,5.058610770664522e-05,20,global,20,20,True,
3l4t__1__1.A__1.B,9,0.19,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3l4t__1__1.A__1.B/3l4t__1__1.A__1.B_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/3l4t__1__1.A__1.B/rank9_score0.19.sdf,0.9634928055729184,22,global,22,22,True,
3l4t__1__1.A__1.B,3,0.94,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3l4t__1__1.A__1.B/3l4t__1__1.A__1.B_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/3l4t__1__1.A__1.B/rank3_score0.94.sdf,1.4986475934787244,22,global,22,22,True,
3l4t__1__1.A__1.B,1,0.98,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3l4t__1__1.A__1.B/3l4t__1__1.A__1.B_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/3l4t__1__1.A__1.B/rank1_score0.98.sdf,1.1220047099355157,22,global,22,22,True,
3l4t__1__1.A__1.B,5,0.67,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3l4t__1__1.A__1.B/3l4t__1__1.A__1.B_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/3l4t__1__1.A__1.B/rank5_score0.67.sdf,1.9367841616268706,22,global,22,22,True,
3l4t__1__1.A__1.B,7,0.29,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3l4t__1__1.A__1.B/3l4t__1__1.A__1.B_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/3l4t__1__1.A__1.B/rank7_score0.29.sdf,1.9646010115515973,22,global,22,22,True,
3l4t__1__1.A__1.B,2,0.94,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3l4t__1__1.A__1.B/3l4t__1__1.A__1.B_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/3l4t__1__1.A__1.B/rank2_score0.94.sdf,2.6712067309866008,22,global,22,22,True,
3l4t__1__1.A__1.B,8,0.19,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3l4t__1__1.A__1.B/3l4t__1__1.A__1.B_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/3l4t__1__1.A__1.B/rank8_score0.19.sdf,1.342341485635651,22,global,22,22,True,
3l4t__1__1.A__1.B,4,0.77,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3l4t__1__1.A__1.B/3l4t__1__1.A__1.B_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/3l4t__1__1.A__1.B/rank4_score0.77.sdf,2.7111834652891704,22,global,22,22,True,
3l4t__1__1.A__1.B,6,0.54,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3l4t__1__1.A__1.B/3l4t__1__1.A__1.B_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/3l4t__1__1.A__1.B/rank6_score0.54.sdf,2.430700232065077,22,global,22,22,True,
8g9d__1__1.A__1.B,7,0.54,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/8g9d__1__1.A__1.B/8g9d__1__1.A__1.B_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/8g9d__1__1.A__1.B/rank7_score0.54.sdf,1.4574429349519273,41,global,41,41,True,
8g9d__1__1.A__1.B,2,0.62,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/8g9d__1__1.A__1.B/8g9d__1__1.A__1.B_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/8g9d__1__1.A__1.B/rank2_score0.62.sdf,1.7049882579813316,41,global,41,41,True,
8g9d__1__1.A__1.B,4,0.56,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/8g9d__1__1.A__1.B/8g9d__1__1.A__1.B_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/8g9d__1__1.A__1.B/rank4_score0.56.sdf,1.3865744294015352,41,global,41,41,True,
8g9d__1__1.A__1.B,9,0.52,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/8g9d__1__1.A__1.B/8g9d__1__1.A__1.B_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/8g9d__1__1.A__1.B/rank9_score0.52.sdf,2.069216511718284,41,global,41,41,True,
8g9d__1__1.A__1.B,8,0.52,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/8g9d__1__1.A__1.B/8g9d__1__1.A__1.B_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/8g9d__1__1.A__1.B/rank8_score0.52.sdf,0.6208424071928291,41,global,41,41,True,
8g9d__1__1.A__1.B,5,0.55,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/8g9d__1__1.A__1.B/8g9d__1__1.A__1.B_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/8g9d__1__1.A__1.B/rank5_score0.55.sdf,2.0672748954933455,41,global,41,41,True,
8g9d__1__1.A__1.B,3,0.59,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/8g9d__1__1.A__1.B/8g9d__1__1.A__1.B_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/8g9d__1__1.A__1.B/rank3_score0.59.sdf,2.4687619964153975,41,global,41,41,True,
8g9d__1__1.A__1.B,1,0.85,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/8g9d__1__1.A__1.B/8g9d__1__1.A__1.B_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/8g9d__1__1.A__1.B/rank1_score0.85.sdf,0.5095841938032412,41,global,41,41,True,
8g9d__1__1.A__1.B,6,0.55,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/8g9d__1__1.A__1.B/8g9d__1__1.A__1.B_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/8g9d__1__1.A__1.B/rank6_score0.55.sdf,1.4654159660611346,41,global,41,41,True,
1wda__1__2.A__2.J,1,0.88,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/1wda__1__2.A__2.J/1wda__1__2.A__2.J_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/1wda__1__2.A__2.J/rank1_score0.88.sdf,1.4578171253523762,20,global,20,21,True,
1wda__1__2.A__2.J,4,0.83,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/1wda__1__2.A__2.J/1wda__1__2.A__2.J_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/1wda__1__2.A__2.J/rank4_score0.83.sdf,1.1798395677293274,20,global,20,21,True,
1wda__1__2.A__2.J,2,0.88,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/1wda__1__2.A__2.J/1wda__1__2.A__2.J_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/1wda__1__2.A__2.J/rank2_score0.88.sdf,1.0210199809815446,20,global,20,21,True,
1wda__1__2.A__2.J,3,0.85,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/1wda__1__2.A__2.J/1wda__1__2.A__2.J_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/1wda__1__2.A__2.J/rank3_score0.85.sdf,0.8031330752494396,20,global,20,21,True,
1wda__1__2.A__2.J,8,0.72,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/1wda__1__2.A__2.J/1wda__1__2.A__2.J_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/1wda__1__2.A__2.J/rank8_score0.72.sdf,2.074075821201682,20,global,20,21,True,
1wda__1__2.A__2.J,9,0.67,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/1wda__1__2.A__2.J/1wda__1__2.A__2.J_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/1wda__1__2.A__2.J/rank9_score0.67.sdf,1.5964027662555702,20,global,20,21,True,
1wda__1__2.A__2.J,7,0.76,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/1wda__1__2.A__2.J/1wda__1__2.A__2.J_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/1wda__1__2.A__2.J/rank7_score0.76.sdf,1.6038921762512248,20,global,20,21,True,
1wda__1__2.A__2.J,5,0.82,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/1wda__1__2.A__2.J/1wda__1__2.A__2.J_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/1wda__1__2.A__2.J/rank5_score0.82.sdf,1.5172238434682745,20,global,20,21,True,
1wda__1__2.A__2.J,6,0.81,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/1wda__1__2.A__2.J/1wda__1__2.A__2.J_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/1wda__1__2.A__2.J/rank6_score0.81.sdf,1.4475608944440823,20,global,20,21,True,
5kv8__1__1.B__1.S,8,0.15,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5kv8__1__1.B__1.S/5kv8__1__1.B__1.S_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/5kv8__1__1.B__1.S/rank8_score0.15.sdf,1.5733069985469177,29,global,29,29,True,
5kv8__1__1.B__1.S,2,0.89,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5kv8__1__1.B__1.S/5kv8__1__1.B__1.S_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/5kv8__1__1.B__1.S/rank2_score0.89.sdf,1.079710155687565,29,global,29,29,True,
5kv8__1__1.B__1.S,7,0.18,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5kv8__1__1.B__1.S/5kv8__1__1.B__1.S_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/5kv8__1__1.B__1.S/rank7_score0.18.sdf,1.4255991487871438,29,global,29,29,True,
5kv8__1__1.B__1.S,6,0.32,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5kv8__1__1.B__1.S/5kv8__1__1.B__1.S_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/5kv8__1__1.B__1.S/rank6_score0.32.sdf,1.6564987708382886,29,global,29,29,True,
5kv8__1__1.B__1.S,4,0.72,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5kv8__1__1.B__1.S/5kv8__1__1.B__1.S_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/5kv8__1__1.B__1.S/rank4_score0.72.sdf,1.8808530670816308,29,global,29,29,True,
5kv8__1__1.B__1.S,3,0.74,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5kv8__1__1.B__1.S/5kv8__1__1.B__1.S_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/5kv8__1__1.B__1.S/rank3_score0.74.sdf,1.7397371486621291,29,global,29,29,True,
5kv8__1__1.B__1.S,5,0.42,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5kv8__1__1.B__1.S/5kv8__1__1.B__1.S_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/5kv8__1__1.B__1.S/rank5_score0.42.sdf,1.4331236052416276,29,global,29,29,True,
5kv8__1__1.B__1.S,9,0.12,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5kv8__1__1.B__1.S/5kv8__1__1.B__1.S_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/5kv8__1__1.B__1.S/rank9_score0.12.sdf,1.465402401572101,29,global,29,29,True,
5kv8__1__1.B__1.S,1,0.91,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5kv8__1__1.B__1.S/5kv8__1__1.B__1.S_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/5kv8__1__1.B__1.S/rank1_score0.91.sdf,1.2014502064925507,29,global,29,29,True,
4xqc__1__1.B__1.J,4,0.9,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4xqc__1__1.B__1.J/4xqc__1__1.B__1.J_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/4xqc__1__1.B__1.J/rank4_score0.90.sdf,2.5199090254552408,44,global,44,44,True,
4xqc__1__1.B__1.J,1,0.98,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4xqc__1__1.B__1.J/4xqc__1__1.B__1.J_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/4xqc__1__1.B__1.J/rank1_score0.98.sdf,0.4114116395733316,44,global,44,44,True,
4xqc__1__1.B__1.J,3,0.92,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4xqc__1__1.B__1.J/4xqc__1__1.B__1.J_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/4xqc__1__1.B__1.J/rank3_score0.92.sdf,2.553329571741822,44,global,44,44,True,
4xqc__1__1.B__1.J,9,0.57,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4xqc__1__1.B__1.J/4xqc__1__1.B__1.J_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/4xqc__1__1.B__1.J/rank9_score0.57.sdf,2.904753438332984,44,global,44,44,True,
4xqc__1__1.B__1.J,8,0.57,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4xqc__1__1.B__1.J/4xqc__1__1.B__1.J_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/4xqc__1__1.B__1.J/rank8_score0.57.sdf,1.7105750970519717,44,global,44,44,True,
4xqc__1__1.B__1.J,6,0.78,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4xqc__1__1.B__1.J/4xqc__1__1.B__1.J_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/4xqc__1__1.B__1.J/rank6_score0.78.sdf,3.094160229489564,44,global,44,44,True,
4xqc__1__1.B__1.J,7,0.61,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4xqc__1__1.B__1.J/4xqc__1__1.B__1.J_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/4xqc__1__1.B__1.J/rank7_score0.61.sdf,3.528529592845743,44,global,44,44,True,
