protein,idx,rmsd
3q9b__1__1.A_1.I__1.FE_1.IE_1.T,3,29.4011
3q9b__1__1.A_1.I__1.FE_1.IE_1.T,4,29.302
3qcp__1__1.A__1.B,0,0.379665
3qcp__1__1.A__1.B,1,0.591952
3qcp__1__1.A__1.B,2,0.68492
3qcp__1__1.A__1.B,3,0.505175
3qcp__1__1.A__1.B,4,0.371054
3qez__1__1.A_1.B__1.E,0,27.4446
3qez__1__1.A_1.B__1.E,1,27.4183
3qez__1__1.A_1.B__1.E,2,27.4621
3qez__1__1.A_1.B__1.E,3,27.5041
3qez__1__1.A_1.B__1.E,4,27.4571
3qf0__1__1.A_1.B__1.D,0,27.6859
3qf0__1__1.A_1.B__1.D,1,27.6611
3qf0__1__1.A_1.B__1.D,2,27.6808
3qf0__1__1.A_1.B__1.D,3,27.729
3qf0__1__1.A_1.B__1.D,4,27.7459
3qkv__1__1.A__1.C,0,2.96409
3qkv__1__1.A__1.C,1,3.00013
3qkv__1__1.A__1.C,2,3.01623
3qkv__1__1.A__1.C,3,3.23154
3qkv__1__1.A__1.C,4,2.80928
3qmr__1__1.A_1.B__1.C,0,0.229803
3qmr__1__1.A_1.B__1.C,1,0.20724
3qmr__1__1.A_1.B__1.C,2,0.234327
3qmr__1__1.A_1.B__1.C,3,0.213128
3qmr__1__1.A_1.B__1.C,4,0.187295
3qms__1__1.A_1.B__1.C,0,0.220129
3qms__1__1.A_1.B__1.C,1,0.248092
3qms__1__1.A_1.B__1.C,2,0.252963
3qms__1__1.A_1.B__1.C,3,0.233007
3qms__1__1.A_1.B__1.C,4,0.220816
3qmt__1__1.A_1.B__1.E,0,27.6371
3qmt__1__1.A_1.B__1.E,1,27.6206
3qmt__1__1.A_1.B__1.E,2,27.6032
3qmt__1__1.A_1.B__1.E,3,27.5912
3qmt__1__1.A_1.B__1.E,4,27.5766
3qw7__1__1.A_1.B__1.B_1.C_1.F_1.G,0,64.5939
3qw7__1__1.A_1.B__1.B_1.C_1.F_1.G,1,67.8513
3qw7__1__1.A_1.B__1.B_1.C_1.F_1.G,2,12.9647
3qw7__1__1.A_1.B__1.B_1.C_1.F_1.G,3,68.4822
3qw7__1__1.A_1.B__1.B_1.C_1.F_1.G,4,66.3012
3r1r__1__1.A__1.G,0,32.4006
3r1r__1__1.A__1.G,1,32.588
3r1r__1__1.A__1.G,2,33.536
3r1r__1__1.A__1.G,3,33.3206
3r1r__1__1.A__1.G,4,33.6003
3r77__1__1.A_1.B__1.C,0,0.455637
3r77__1__1.A_1.B__1.C,1,0.450393
3r77__1__1.A_1.B__1.C,2,0.447683
3r77__1__1.A_1.B__1.C,3,0.459838
3r77__1__1.A_1.B__1.C,4,0.469082
3rer__1__1.B_1.C__1.I,0,3.79905
3rer__1__1.B_1.C__1.I,1,1.57702
3rer__1__1.B_1.C__1.I,2,3.83264
3rer__1__1.B_1.C__1.I,3,5.09688
3rer__1__1.B_1.C__1.I,4,5.27567
3rlu__1__1.A_1.B__1.D,0,27.5378
3rlu__1__1.A_1.B__1.D,1,27.5725
3rlu__1__1.A_1.B__1.D,2,27.6139
3rlu__1__1.A_1.B__1.D,3,27.5935
3rlu__1__1.A_1.B__1.D,4,27.5586
3rlv__1__1.A_1.B__1.D,0,27.5566
3rlv__1__1.A_1.B__1.D,1,27.5674
3rlv__1__1.A_1.B__1.D,2,27.5367
3rlv__1__1.A_1.B__1.D,3,27.53
3rlv__1__1.A_1.B__1.D,4,27.5842
3rou__1__1.A_1.B__1.D,0,20.2974
3rou__1__1.A_1.B__1.D,1,20.2753
3rou__1__1.A_1.B__1.D,2,20.1771
3rou__1__1.A_1.B__1.D,3,20.2601
3rou__1__1.A_1.B__1.D,4,20.1188
3s1e__1__1.A__1.B,0,32.7518
3s1e__1__1.A__1.B,1,32.5163
3s1e__1__1.A__1.B,2,32.3306
3s1e__1__1.A__1.B,3,27.3103
3s1e__1__1.A__1.B,4,32.9083
3s1f__1__1.A__1.B,0,32.0903
3s1f__1__1.A__1.B,1,31.1572
3s1f__1__1.A__1.B,2,27.3378
3s1f__1__1.A__1.B,3,31.2877
3s1f__1__1.A__1.B,4,31.8199
3sj3__1__1.A_1.B__1.C,0,0.241858
3sj3__1__1.A_1.B__1.C,1,0.233003
3sj3__1__1.A_1.B__1.C,2,0.23964
3sj3__1__1.A_1.B__1.C,3,0.218033
3sj3__1__1.A_1.B__1.C,4,0.216789
3sw6__1__1.A_2.A__2.B,0,26.6233
3sw6__1__1.A_2.A__2.B,1,26.6305
3sw6__1__1.A_2.A__2.B,2,26.6115
3sw6__1__1.A_2.A__2.B,3,26.6752
3sw6__1__1.A_2.A__2.B,4,26.5878
3thc__2__1.B__1.P,0,36.6347
3thc__2__1.B__1.P,1,36.8363
3thc__2__1.B__1.P,2,35.6094
3thc__2__1.B__1.P,3,35.9458
3thc__2__1.B__1.P,4,36.0651
3thd__2__1.B__1.P,0,36.7394
3thd__2__1.B__1.P,1,35.9636
3thd__2__1.B__1.P,2,36.1314
3thd__2__1.B__1.P,3,35.4545
3thd__2__1.B__1.P,4,36.0106
3thq__1__1.A_1.B__1.C,0,0.207032
3thq__1__1.A_1.B__1.C,1,0.186375
3thq__1__1.A_1.B__1.C,2,0.166091
3thq__1__1.A_1.B__1.C,3,0.191417
3thq__1__1.A_1.B__1.C,4,0.19994
3tz3__1__1.A_2.A__1.D,0,47.2804
3tz3__1__1.A_2.A__1.D,1,47.2912
3tz3__1__1.A_2.A__1.D,2,47.338
3tz3__1__1.A_2.A__1.D,3,1.26421
3tz3__1__1.A_2.A__1.D,4,1.57881
3ue1__1__1.B__1.D,0,1.41165
3ue1__1__1.B__1.D,1,1.51257
3ue1__1__1.B__1.D,2,1.62686
3ue1__1__1.B__1.D,3,1.55598
3ue1__1__1.B__1.D,4,1.59351
3uel__1__1.A__1.D,0,0.428575
3uel__1__1.A__1.D,1,0.412471
3uel__1__1.A__1.D,2,0.410366
3uel__1__1.A__1.D,3,0.772797
3uel__1__1.A__1.D,4,0.425005
3v1p__1__1.A_1.B__1.E,0,27.6419
3v1p__1__1.A_1.B__1.E,1,27.6611
3v1p__1__1.A_1.B__1.E,2,27.692
3v1p__1__1.A_1.B__1.E,3,27.6573
3v1p__1__1.A_1.B__1.E,4,27.713
3vph__1__1.A_1.B_1.C_1.D__1.F_1.H_1.Q,0,27.5579
3vph__1__1.A_1.B_1.C_1.D__1.F_1.H_1.Q,1,28.0043
3vph__1__1.A_1.B_1.C_1.D__1.F_1.H_1.Q,2,27.8646
3vph__1__1.A_1.B_1.C_1.D__1.F_1.H_1.Q,3,27.573
3vph__1__1.A_1.B_1.C_1.D__1.F_1.H_1.Q,4,27.2274
3vv0__1__1.A__1.B,0,0.508621
3vv0__1__1.A__1.B,1,0.606606
3vv0__1__1.A__1.B,2,0.543176
3vv0__1__1.A__1.B,3,0.464034
3vv0__1__1.A__1.B,4,0.609194
3vw2__1__1.A__1.E,0,7.6186
3vw2__1__1.A__1.E,1,7.61921
3vw2__1__1.A__1.E,2,7.60173
3vw2__1__1.A__1.E,3,7.61267
3vw2__1__1.A__1.E,4,7.5698
3vw9__1__1.A_1.B__1.E_1.F,0,1.9116
3vw9__1__1.A_1.B__1.E_1.F,1,2.07861
3vw9__1__1.A_1.B__1.E_1.F,2,1.60205
3vw9__1__1.A_1.B__1.E_1.F,3,30.961
3vw9__1__1.A_1.B__1.E_1.F,4,30.7463
3w0t__1__1.A_1.B__1.F_1.G,0,31.6793
3w0t__1__1.A_1.B__1.F_1.G,1,30.9241
3w0t__1__1.A_1.B__1.F_1.G,2,31.4962
3w0t__1__1.A_1.B__1.F_1.G,3,31.5512
3w0t__1__1.A_1.B__1.F_1.G,4,31.5134
3w6c__1__1.A__1.E,0,7.21785
3w6c__1__1.A__1.E,1,7.30183
3w6c__1__1.A__1.E,2,7.29459
3w6c__1__1.A__1.E,3,8.58042
3w6c__1__1.A__1.E,4,6.74459
3w6f__1__1.A__1.E,0,7.43652
3w6f__1__1.A__1.E,1,7.41705
3w6f__1__1.A__1.E,2,7.51658
3w6f__1__1.A__1.E,3,7.50769
3w6f__1__1.A__1.E,4,7.48157
3w81__2__1.B__1.G,0,31.1796
3w81__2__1.B__1.G,1,30.8143
3w81__2__1.B__1.G,2,31.0872
3w81__2__1.B__1.G,3,31.4233
3w81__2__1.B__1.G,4,31.4617
3was__1__2.A_3.A__2.C_2.E,0,0.723338
3was__1__2.A_3.A__2.C_2.E,1,0.656919
3was__1__2.A_3.A__2.C_2.E,2,0.765209
3was__1__2.A_3.A__2.C_2.E,3,0.781409
3was__1__2.A_3.A__2.C_2.E,4,1.14295
3wf3__2__1.B__1.Q,0,42.0426
3wf3__2__1.B__1.Q,1,42.0905
3wf3__2__1.B__1.Q,2,42.3119
3wf3__2__1.B__1.Q,3,42.2777
3wf3__2__1.B__1.Q,4,42.1719
3wgb__1__1.A_1.B_1.D__1.F,0,29.6635
3wgb__1__1.A_1.B_1.D__1.F,1,29.6552
3wgb__1__1.A_1.B_1.D__1.F,2,29.5632
3wgb__1__1.A_1.B_1.D__1.F,3,29.5826
3wgb__1__1.A_1.B_1.D__1.F,4,29.6928
3wgx__1__1.A__1.C,0,2.788
3wgx__1__1.A__1.C,1,2.62476
3wgx__1__1.A__1.C,2,3.16846
3wgx__1__1.A__1.C,3,2.71646
3wgx__1__1.A__1.C,4,2.73899
3wjw__1__1.A_2.A__2.B,0,26.882
3wjw__1__1.A_2.A__2.B,1,26.7878
3wjw__1__1.A_2.A__2.B,2,26.8241
3wjw__1__1.A_2.A__2.B,3,26.8299
3wjw__1__1.A_2.A__2.B,4,26.8618
3wjy__1__1.A_2.A__1.B,0,0.28088
3wjy__1__1.A_2.A__1.B,1,0.27034
3wjy__1__1.A_2.A__1.B,2,0.245496
3wjy__1__1.A_2.A__1.B,3,0.279359
3wjy__1__1.A_2.A__1.B,4,0.239063
3woo__1__1.A__1.C,0,8.35396
3woo__1__1.A__1.C,1,8.11559
3woo__1__1.A__1.C,2,9.009
3woo__1__1.A__1.C,3,8.04594
3woo__1__1.A__1.C,4,8.26554
3woq__1__1.B__1.D,0,2.54638
3woq__1__1.B__1.D,1,3.504
3woq__1__1.B__1.D,2,3.67499
3woq__1__1.B__1.D,3,4.56642
3woq__1__1.B__1.D,4,3.62146
3wqy__1__1.A__1.D,0,0.644416
3wqy__1__1.A__1.D,1,0.535766
3wqy__1__1.A__1.D,2,0.696559
3wqy__1__1.A__1.D,3,0.790915
3wqy__1__1.A__1.D,4,0.482307
3wsx__1__1.A__1.C,0,46.7054
3wsx__1__1.A__1.C,1,26.6601
3wsx__1__1.A__1.C,2,26.0249
3wsx__1__1.A__1.C,3,31.4474
3wsx__1__1.A__1.C,4,47.1663
3wsy__1__1.A__1.F,0,49.2068
3wsy__1__1.A__1.F,1,31.03
3wsy__1__1.A__1.F,2,49.7288
3wsy__1__1.A__1.F,3,52.8905
3wsy__1__1.A__1.F,4,50.0931
3x0b__1__1.A_1.B__1.E,0,23.5054
3x0b__1__1.A_1.B__1.E,1,23.5949
3x0b__1__1.A_1.B__1.E,2,23.501
3x0b__1__1.A_1.B__1.E,3,23.8632
3x0b__1__1.A_1.B__1.E,4,23.5932
3zyg__1__1.A__1.D,0,4.20978
3zyg__1__1.A__1.D,1,4.47644
3zyg__1__1.A__1.D,2,5.4703
3zyg__1__1.A__1.D,3,4.72133
3zyg__1__1.A__1.D,4,4.25089
4a7g__1__1.B__1.O,0,3.06691
4a7g__1__1.B__1.O,1,2.87407
4a7g__1__1.B__1.O,2,2.82857
4a7g__1__1.B__1.O,3,2.64265
4a7g__1__1.B__1.O,4,2.67598
4ad4__1__1.A__1.B,0,9.03556
4ad4__1__1.A__1.B,1,9.96561
4ad4__1__1.A__1.B,2,10.0793
4ad4__1__1.A__1.B,3,10.1503
4ad4__1__1.A__1.B,4,6.95612
4ad5__1__1.A__1.B,0,10.0628
4ad5__1__1.A__1.B,1,9.10454
4ad5__1__1.A__1.B,2,9.88636
4ad5__1__1.A__1.B,3,7.12504
4ad5__1__1.A__1.B,4,6.96354
4agt__1__1.A__1.J,0,30.0063
4agt__1__1.A__1.J,1,30.0525
4agt__1__1.A__1.J,2,30.088
4agt__1__1.A__1.J,3,30.0634
4agt__1__1.A__1.J,4,30.012
4aha__1__1.A__1.K,0,29.971
4aha__1__1.A__1.K,1,30.0011
4aha__1__1.A__1.K,2,30.0303
4aha__1__1.A__1.K,3,30.0637
4aha__1__1.A__1.K,4,30.0711
4aqh__1__1.A__1.D,0,0.347783
4aqh__1__1.A__1.D,1,0.41652
4aqh__1__1.A__1.D,2,0.497582
4aqh__1__1.A__1.D,3,0.428048
4aqh__1__1.A__1.D,4,0.40378
4au0__1__1.A__1.F,0,27.952
4au0__1__1.A__1.F,1,28.0086
4au0__1__1.A__1.F,2,27.0593
4au0__1__1.A__1.F,3,26.7805
4au0__1__1.A__1.F,4,26.5894
4avs__1__1.D__1.R,0,30.8825
4avs__1__1.D__1.R,1,30.1977
4avs__1__1.D__1.R,2,30.3271
4avs__1__1.D__1.R,3,29.8725
4avs__1__1.D__1.R,4,29.6737
4ax7__2__1.B__1.T,0,28.1159
4ax7__2__1.B__1.T,1,28.3931
4ax7__2__1.B__1.T,2,28.6371
4ax7__2__1.B__1.T,3,26.0852
4ax7__2__1.B__1.T,4,28.1062
4ay9__3__1.A__1.K,0,14.198
4ay9__3__1.A__1.K,1,13.0337
4ay9__3__1.A__1.K,2,19.5612
4ay9__3__1.A__1.K,3,15.3485
4ay9__3__1.A__1.K,4,17.3958
4az3__1__1.A_1.B__1.C,0,23.1274
4az3__1__1.A_1.B__1.C,1,25.5441
4az3__1__1.A_1.B__1.C,2,23.3259
4az3__1__1.A_1.B__1.C,3,23.3799
4az3__1__1.A_1.B__1.C,4,24.252
4azm__1__1.A_1.B__1.C,0,3.96978
4azm__1__1.A_1.B__1.C,1,4.05938
4azm__1__1.A_1.B__1.C,2,4.03164
4azm__1__1.A_1.B__1.C,3,4.03762
4azm__1__1.A_1.B__1.C,4,3.96155
4bcd__1__1.A__1.B,0,4.23314
4bcd__1__1.A__1.B,1,4.1289
4bcd__1__1.A__1.B,2,0.811172
4bcd__1__1.A__1.B,3,4.11823
4bcd__1__1.A__1.B,4,0.698365
4c49__3__1.C__1.G,0,0.667776
4c49__3__1.C__1.G,1,0.734183
4c49__3__1.C__1.G,2,0.722497
4c49__3__1.C__1.G,3,0.63722
4c49__3__1.C__1.G,4,0.761622
4cb5__1__1.A__1.B,0,2.89018
4cb5__1__1.A__1.B,1,3.01824
4cb5__1__1.A__1.B,2,3.02149
4cb5__1__1.A__1.B,3,2.94831
4cb5__1__1.A__1.B,4,3.13725
4cdc__1__1.G_1.H_1.I__1.X,0,28.0162
4cdc__1__1.G_1.H_1.I__1.X,1,19.5566
4cdc__1__1.G_1.H_1.I__1.X,2,20.1114
4cdc__1__1.G_1.H_1.I__1.X,3,19.8791
4cdc__1__1.G_1.H_1.I__1.X,4,24.6584
4cdf__1__1.A_1.B_1.C__1.I,0,23.6313
4cdf__1__1.A_1.B_1.C__1.I,1,25.8569
4cdf__1__1.A_1.B_1.C__1.I,2,25.8907
4cdf__1__1.A_1.B_1.C__1.I,3,24.9424
4cdf__1__1.A_1.B_1.C__1.I,4,25.7006
4ci9__1__2.A__2.B,0,25.8727
4ci9__1__2.A__2.B,1,25.9148
4ci9__1__2.A__2.B,2,26.061
4ci9__1__2.A__2.B,3,25.7028
4ci9__1__2.A__2.B,4,26.1018
4cix__1__8.A_9.A__8.B,0,1.91155
4cix__1__8.A_9.A__8.B,1,1.78624
4cix__1__8.A_9.A__8.B,2,1.90698
4cix__1__8.A_9.A__8.B,3,1.75302
4cix__1__8.A_9.A__8.B,4,1.61657
4cp5__1__1.A_1.B__1.G,0,1.30461
4cp5__1__1.A_1.B__1.G,1,1.18035
4cp5__1__1.A_1.B__1.G,2,1.14814
4cp5__1__1.A_1.B__1.G,3,1.574
4cp5__1__1.A_1.B__1.G,4,1.74169
4dch__1__1.A__1.C,0,1.68286
4dch__1__1.A__1.C,1,2.16952
4dch__1__1.A__1.C,2,1.98054
4dch__1__1.A__1.C,3,1.89308
4dch__1__1.A__1.C,4,2.13188
4efe__1__1.A__1.E,0,0.605758
4efe__1__1.A__1.E,1,0.259826
4efe__1__1.A__1.E,2,0.576692
4efe__1__1.A__1.E,3,0.559093
4efe__1__1.A__1.E,4,0.628465
4ffg__2__1.B__1.F,0,23.1131
4ffg__2__1.B__1.F,1,22.5429
4ffg__2__1.B__1.F,2,22.5138
4ffg__2__1.B__1.F,3,22.466
4ffg__2__1.B__1.F,4,22.1746
4fju__1__1.A_1.B__1.E,0,23.6933
4fju__1__1.A_1.B__1.E,1,23.587
4fju__1__1.A_1.B__1.E,2,23.598
4fju__1__1.A_1.B__1.E,3,23.5429
4fju__1__1.A_1.B__1.E,4,23.6875
4fx8__1__1.A_1.B__1.C,0,0.334468
4fx8__1__1.A_1.B__1.C,1,0.373664
4fx8__1__1.A_1.B__1.C,2,0.410612
4fx8__1__1.A_1.B__1.C,3,0.441537
4fx8__1__1.A_1.B__1.C,4,0.430992
4fxr__1__1.A_1.B__1.C,0,0.453195
4fxr__1__1.A_1.B__1.C,1,0.393391
4fxr__1__1.A_1.B__1.C,2,0.443925
4fxr__1__1.A_1.B__1.C,3,0.429222
4fxr__1__1.A_1.B__1.C,4,0.430293
4fz0__1__1.B__1.K,0,38.2289
4fz0__1__1.B__1.K,1,36.8388
4fz0__1__1.B__1.K,2,38.1214
4fz0__1__1.B__1.K,3,27.3051
4fz0__1__1.B__1.K,4,26.4828
4gc4__1__1.A_1.B__1.D,0,27.75
4gc4__1__1.A_1.B__1.D,1,27.7643
4gc4__1__1.A_1.B__1.D,2,27.7205
4gc4__1__1.A_1.B__1.D,3,27.7602
4gc4__1__1.A_1.B__1.D,4,27.8238
4gip__1__1.A_1.B__1.G,0,9.311
4gip__1__1.A_1.B__1.G,1,97.9909
4gip__1__1.A_1.B__1.G,2,16.4458
4gip__1__1.A_1.B__1.G,3,56.6846
4gip__1__1.A_1.B__1.G,4,56.9598
4glx__1__1.D__1.G,0,20.4725
4glx__1__1.D__1.G,1,23.4122
4glx__1__1.D__1.G,2,20.1066
4glx__1__1.D__1.G,3,25.4262
4glx__1__1.D__1.G,4,24.6335
4gmc__2__1.B__1.E,0,3.0512
4gmc__2__1.B__1.E,1,3.04347
4gmc__2__1.B__1.E,2,2.84072
4gmc__2__1.B__1.E,3,2.85872
4gmc__2__1.B__1.E,4,2.99258
4gmd__2__1.D__1.O,0,0.984421
4gmd__2__1.D__1.O,1,0.945075
4gmd__2__1.D__1.O,2,1.02341
4gmd__2__1.D__1.O,3,0.972838
4gmd__2__1.D__1.O,4,1.0163
4gnv__1__1.B__1.G,0,0.546373
4gnv__1__1.B__1.G,1,0.292053
4gnv__1__1.B__1.G,2,0.255463
4gnv__1__1.B__1.G,3,0.194453
4gnv__1__1.B__1.G,4,0.26611
4hat__1__1.C__1.G,0,14.5032
4hat__1__1.C__1.G,1,2.74251
4hat__1__1.C__1.G,2,2.72756
4hat__1__1.C__1.G,3,2.77071
4hat__1__1.C__1.G,4,2.68073
4hb0__1__1.C__1.F,0,1.55193
4hb0__1__1.C__1.F,1,1.36606
4hb0__1__1.C__1.F,2,1.45927
4hb0__1__1.C__1.F,3,1.85365
4hb0__1__1.C__1.F,4,2.41003
4hsi__2__1.B_2.B__2.K,0,31.5052
4hsi__2__1.B_2.B__2.K,1,49.1052
4hsi__2__1.B_2.B__2.K,2,30.4539
4hsi__2__1.B_2.B__2.K,3,35.9879
4hsi__2__1.B_2.B__2.K,4,29.9044
4i02__1__1.A_1.E__1.H,0,20.249
4i02__1__1.A_1.E__1.H,1,20.3428
4i02__1__1.A_1.E__1.H,2,20.328
4i02__1__1.A_1.E__1.H,3,20.3505
4i02__1__1.A_1.E__1.H,4,20.3793
4i4v__2__1.D__1.L,0,26.1073
4i4v__2__1.D__1.L,1,25.9339
4i4v__2__1.D__1.L,2,25.6966
4i4v__2__1.D__1.L,3,26.0101
4i4v__2__1.D__1.L,4,25.9318
4ien__2__1.C_1.D_2.C__1.P,0,34.462
4ien__2__1.C_1.D_2.C__1.P,1,34.5089
4ien__2__1.C_1.D_2.C__1.P,2,34.412
4ien__2__1.C_1.D_2.C__1.P,3,34.4547
4ien__2__1.C_1.D_2.C__1.P,4,34.4559
4ih7__1__1.A__1.D,0,0.657503
4ih7__1__1.A__1.D,1,0.410877
4ih7__1__1.A__1.D,2,0.753745
4ih7__1__1.A__1.D,3,0.878088
4ih7__1__1.A__1.D,4,0.587435
4ise__1__1.A__1.C,0,1.71287
4ise__1__1.A__1.C,1,1.682
4ise__1__1.A__1.C,2,1.09444
4ise__1__1.A__1.C,3,1.21753
4ise__1__1.A__1.C,4,1.49842
4ixd__2__1.A_2.A__1.C,0,2.22559
4ixd__2__1.A_2.A__1.C,1,4.527
4ixd__2__1.A_2.A__1.C,2,2.77497
4ixd__2__1.A_2.A__1.C,3,3.14706
4ixd__2__1.A_2.A__1.C,4,2.67325
4j6w__1__1.C_1.E__1.W,0,24.6329
4j6w__1__1.C_1.E__1.W,1,28.9251
4j6w__1__1.C_1.E__1.W,2,23.8871
4j6w__1__1.C_1.E__1.W,3,23.6895
4j6w__1__1.C_1.E__1.W,4,24.4591
4j8t__3__1.C__1.G,0,0.564058
4j8t__3__1.C__1.G,1,0.492878
4j8t__3__1.C__1.G,2,0.492122
4j8t__3__1.C__1.G,3,0.512565
4j8t__3__1.C__1.G,4,0.511312
4jaf__1__1.B_3.B__1.H,0,7.18198
4jaf__1__1.B_3.B__1.H,1,7.08274
4jaf__1__1.B_3.B__1.H,2,7.30738
4jaf__1__1.B_3.B__1.H,3,7.45366
4jaf__1__1.B_3.B__1.H,4,7.55437
4jsd__1__1.A__1.B,0,1.13225
4jsd__1__1.A__1.B,1,1.16007
4jsd__1__1.A__1.B,2,1.3623
4jsd__1__1.A__1.B,3,1.30048
4jsd__1__1.A__1.B,4,1.30875
4jt8__1__1.A__1.C,0,0.796958
4jt8__1__1.A__1.C,1,1.17372
4jt8__1__1.A__1.C,2,1.28698
4jt8__1__1.A__1.C,3,0.858682
4jt8__1__1.A__1.C,4,0.787506
4jt9__1__1.A__1.C_1.D_1.E,0,1.17565
4jt9__1__1.A__1.C_1.D_1.E,1,0.936589
4jt9__1__1.A__1.C_1.D_1.E,2,1.05217
4jt9__1__1.A__1.C_1.D_1.E,3,1.19835
4jt9__1__1.A__1.C_1.D_1.E,4,0.933623
4jvo__1__1.A__1.C,0,2.50894
4jvo__1__1.A__1.C,1,2.53997
4jvo__1__1.A__1.C,2,2.53328
4jvo__1__1.A__1.C,3,2.51027
4jvo__1__1.A__1.C,4,2.49408
4k2f__1__1.A_1.B__1.M,0,28.669
4k2f__1__1.A_1.B__1.M,1,23.8782
4k2f__1__1.A_1.B__1.M,2,89.7122
4k2f__1__1.A_1.B__1.M,3,27.1588
4k2f__1__1.A_1.B__1.M,4,31.8591
4kax__1__1.B__1.H,0,1.16245
4kax__1__1.B__1.H,1,1.10484
4kax__1__1.B__1.H,2,1.10545
4kax__1__1.B__1.H,3,1.18339
4kax__1__1.B__1.H,4,1.59156
4kgj__1__1.A__1.J,0,0.841213
4kgj__1__1.A__1.J,1,2.54085
4kgj__1__1.A__1.J,2,2.5124
4kgj__1__1.A__1.J,3,2.35513
4kgj__1__1.A__1.J,4,1.07813
4kgq__1__3.A_3.B__3.F,0,12.9725
4kgq__1__3.A_3.B__3.F,1,14.5751
4kgq__1__3.A_3.B__3.F,2,17.1362
4kgq__1__3.A_3.B__3.F,3,17.656
4kgq__1__3.A_3.B__3.F,4,18.169
4kql__1__3.A__3.L,0,0.86926
4kql__1__3.A__3.L,1,0.304151
4kql__1__3.A__3.L,2,0.361404
4kql__1__3.A__3.L,3,0.463011
4kql__1__3.A__3.L,4,0.83095
4kxl__2__1.C_1.D__1.G,0,1.46931
4kxl__2__1.C_1.D__1.G,1,1.31299
4kxl__2__1.C_1.D__1.G,2,1.57856
4kxl__2__1.C_1.D__1.G,3,1.05348
4kxl__2__1.C_1.D__1.G,4,1.1836
4l0p__1__1.B__1.C,0,6.32835
4l0p__1__1.B__1.C,1,6.32355
4l0p__1__1.B__1.C,2,4.44234
4l0p__1__1.B__1.C,3,6.47317
4l0p__1__1.B__1.C,4,4.51557
4l1r__2__1.B_3.B__1.K,0,62.1797
4l1r__2__1.B_3.B__1.K,1,29.9439
4l1r__2__1.B_3.B__1.K,2,62.2909
4l1r__2__1.B_3.B__1.K,3,61.7539
4l1r__2__1.B_3.B__1.K,4,37.0485
4l59__1__1.A_2.A__2.B,0,4.25466
4l59__1__1.A_2.A__2.B,1,6.29606
4l59__1__1.A_2.A__2.B,2,3.84638
4l59__1__1.A_2.A__2.B,3,2.75951
4l59__1__1.A_2.A__2.B,4,4.07339
4lfe__1__1.B__1.F_1.G_1.H_1.I_1.J,0,8.13672
4lfe__1__1.B__1.F_1.G_1.H_1.I_1.J,1,7.88861
4lfe__1__1.B__1.F_1.G_1.H_1.I_1.J,2,7.91175
4lfe__1__1.B__1.F_1.G_1.H_1.I_1.J,3,8.41496
4lfe__1__1.B__1.F_1.G_1.H_1.I_1.J,4,7.83157
4lrh__4__1.D__1.T,0,1.86839
4lrh__4__1.D__1.T,1,0.705976
4lrh__4__1.D__1.T,2,1.81566
4lrh__4__1.D__1.T,3,1.89543
4lrh__4__1.D__1.T,4,1.83231
4m1j__1__1.A_1.B__1.C,0,22.5626
4m1j__1__1.A_1.B__1.C,1,20.2373
4m1j__1__1.A_1.B__1.C,2,24.8786
4m1j__1__1.A_1.B__1.C,3,18.0157
4m1j__1__1.A_1.B__1.C,4,17.6389
4mlp__1__1.A__1.E,0,0.772973
4mlp__1__1.A__1.E,1,3.20274
4mlp__1__1.A__1.E,2,2.51168
4mlp__1__1.A__1.E,3,2.48135
4mlp__1__1.A__1.E,4,2.56589
4mmd__1__1.A__1.D_1.E,0,0.358837
4mmd__1__1.A__1.D_1.E,1,0.525114
4mmd__1__1.A__1.D_1.E,2,0.378788
4mmd__1__1.A__1.D_1.E,3,0.370393
4mmd__1__1.A__1.D_1.E,4,0.437519
4mme__1__1.A__1.E,0,0.384596
4mme__1__1.A__1.E,1,0.439231
4mme__1__1.A__1.E,2,0.447833
4mme__1__1.A__1.E,3,0.434348
4mme__1__1.A__1.E,4,0.566376
4mpe__1__1.A__1.B,0,1.46703
4mpe__1__1.A__1.B,1,0.388286
4mpe__1__1.A__1.B,2,0.426788
4mpe__1__1.A__1.B,3,0.317739
4mpe__1__1.A__1.B,4,0.401051
4mwf__1__1.D__1.I,0,11.1882
4mwf__1__1.D__1.I,1,11.9839
4mwf__1__1.D__1.I,2,18.8329
4mwf__1__1.D__1.I,3,10.2529
4mwf__1__1.D__1.I,4,12.7012
4mwf__2__1.C__1.L,0,34.9803
4mwf__2__1.C__1.L,1,28.4094
4mwf__2__1.C__1.L,2,14.145
4mwf__2__1.C__1.L,3,33.9899
4mwf__2__1.C__1.L,4,21.0513
4mws__1__1.A_1.B__1.G,0,38.8972
4mws__1__1.A_1.B__1.G,1,38.8346
4mws__1__1.A_1.B__1.G,2,38.8468
4mws__1__1.A_1.B__1.G,3,38.8748
4mws__1__1.A_1.B__1.G,4,38.9479
4my6__2__1.B__1.F,0,0.895782
4my6__2__1.B__1.F,1,0.885568
4my6__2__1.B__1.F,2,0.918123
4my6__2__1.B__1.F,3,0.915397
4my6__2__1.B__1.F,4,0.882744
4myw__2__1.C__1.F,0,5.97142
4myw__2__1.C__1.F,1,26.8003
4myw__2__1.C__1.F,2,5.21511
4myw__2__1.C__1.F,3,22.8073
4myw__2__1.C__1.F,4,2.41738
