rmsd_≤_2å,mol_pred_loaded,mol_true_loaded,mol_cond_loaded,sanitization,molecular_formula,molecular_bonds,tetrahedral_chirality,double_bond_stereochemistry,bond_lengths,bond_angles,internal_steric_clash,aromatic_ring_flatness,double_bond_flatness,internal_energy,minimum_distance_to_protein,minimum_distance_to_organic_cofactors,minimum_distance_to_inorganic_cofactors,volume_overlap_with_protein,volume_overlap_with_organic_cofactors,volume_overlap_with_inorganic_cofactors,rmsd,pb_valid,method,post-processing,dataset,docked_ligand_successfully_loaded,method_category,method_assignment_index,rmsd_within_threshold,rmsd_within_threshold_and_pb_valid,RMSD ≤ 2 Å & PB-Valid,RMSD ≤ 2 Å
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,21.193610620884957,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,7.2508739935933075,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,16.44526856642639,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,4.526256114812219,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,0.8807681213284159,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,5.354685369020294,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,6.025497996770965,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,1.7057910310506688,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,11.92010333821749,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,20.944092851088108,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,1.762629492831663,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,3.000516515459539,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,4.7587216366956735,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,11.00531229877015,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,0.9974478134946008,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,True,False,0,1
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,1.61371104400645,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,26.19902382644218,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,4.240354126131448,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,37.06640912992477,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,1.2594481810462623,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,True,False,0,1
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,1.561987435637978,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,True,False,0,1
False,True,True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,False,True,True,12.104451680486283,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,31.967062651087783,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,17.881777504697343,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,9.292186042534327,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,5.896393380612301,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,35.08467795674432,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,5.559130006029666,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,False,True,False,True,True,True,False,True,False,True,True,True,True,True,3.651455027663303,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,17.349789759597154,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,3.4645370670683997,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,1.7383744427865175,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,4.349329261642129,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,2.876860476540613,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,2.7525135346046574,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,1.819348415665951,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,2.517157114640887,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,50.77902895251415,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,36.66122253984323,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,8.181256344840932,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,6.75219638252486,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,16.116427829547092,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,6.080067876320681,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,15.38553172574306,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,13.785380601564835,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,3.0946623376139364,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,2.404571454022526,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,10.036883030681336,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,4.459397688287925,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,1.940413132888384,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,4.5623259666858855,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,4.695628657251338,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,2.1031225936836155,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,32.343862666948255,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,25.010178539810184,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,46.262714306513736,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,4.579876594973404,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,2.455481549455073,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,1.9712650016723223,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,32.375314239417044,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,22.45769367094772,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,2.607023598562457,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,3.769096028338009,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,2.113883221216625,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,6.6319228046084575,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,1.4182340263762638,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,18.50926547276016,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,1.960662155026676,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,14.354057864729402,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,17.118541454646316,True,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,11.207760535265823,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,18.81709942144821,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,33.502108380606174,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,29.16802341878431,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,9.600664752229706,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,5.060053809854266,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,5.708122290581271,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,3.023164893065984,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,5.571188442373384,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,5.863246009309332,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,8.99109826664129,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,5.090441031777107,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,12.271925812031297,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,11.266044681396654,True,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,2.688696841408492,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,1.6515709041886455,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,True,False,0,1
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,1.7629526950545222,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,59.96267069801636,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,2.33284926535595,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,3.165894729140563,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,1.7399677299963272,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,True,False,0,1
False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,7.744600594441819,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,3.1669310044462726,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,False,True,True,7.408808515471875,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,4.715596729100146,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,2.7720219268355617,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,2.004174808842781,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,12.802384688939387,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,1.1855642663305943,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,True,False,0,1
False,True,True,True,True,True,True,True,True,False,True,False,True,True,False,False,True,True,False,True,True,51.42444559190336,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,12.981490510530753,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,False,True,True,0.7625324301300238,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,3.3345269532301254,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,0.9369879491621,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,True,False,0,1
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,0.9330887688427828,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,33.62914244670833,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,8.605447849776176,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,7.6842437353513,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,1.2663249156844911,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,6.983958244518395,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,14.195030154207004,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,False,True,True,4.109124962507224,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,6.423276999283451,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,0.9547539594707112,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,True,False,0,1
False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,4.390355100672383,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,1.9440143190487735,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,2.702349958539984,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,10.013889921016611,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,3.4398066726757497,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,2.951739906521237,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,40.70746531284277,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,19.72504759163038,False,NeuralPLexer,none,Posebusters Benchmark set,True,DL-based blind,3,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,41.79335840124057,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,37.86667851136087,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,13.62301263729097,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,45.07403455629214,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,27.11213856908882,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,21.35176032915896,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,28.638067094033303,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,4.599653139096469,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,8.542008458202321,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1.024125317852589,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,True,True,1,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,55.924634378778016,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,2.752252869404056,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,11.77761474011893,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1.72286476544156,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,True,True,1,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,11.554997302127504,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1.172662734501651,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,True,True,1,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,8.556190010746606,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
False,True,True,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,6.896092680870661,False,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,9.530696539078347,False,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,2.090091684591851,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,31.507656142594925,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,27.16789541720153,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
